Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPD,OPD,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
72,25,AdamsM2,14,7,4,32,30,143,102,1.40196078431,27,0.364864864865,0.68,113,88,1.28409090909,30,0.69387755102,-3,1.04486486486,1.37387755102,1.05874241589,0,0,13,7,C Memorial,4,Memorial,SausvilleK
72,25,AdamsMe,17,7,1,33,36,84,69,1.21739130435,26,0.285714285714,0.5,48,49,0.979591836735,18,0.793103448276,8,0.785714285714,1.29310344828,1.07881773399,0,2,8,9,E Sierra Div 2,4,Sierra,GazzolaT
72,25,AdamsPL,18,5,2,38,64,121,84,1.44047619048,44,0.448979591837,0.56,57,51,1.11764705882,26,0.714285714286,18,1.00897959184,1.27428571429,1.16326530612,1,0,9,20,D Highland Div 2,2,Highland,MurphyN
72,25,AdamsR,15,7,3,33,21,98,75,1.30666666667,37,0.359223300971,0.5,77,60,1.28333333333,35,0.635416666667,2,0.859223300971,1.13541666667,0.994639967638,2,0,7,11,D Skyline Div 1,3,Skyline,SparrowX
72,25,AdamsS,17,6,2,36,40,187,132,1.41666666667,15,0.288461538462,0.88,147,106,1.38679245283,29,0.646341463415,-14,1.16846153846,1.52634146341,0.934803001876,0,0,17,0,A Archipelago,4,Archipelago,NewlandT
72,25,AdamsS86,8,15,2,18,-23,97,76,1.27631578947,34,0.333333333333,0.506666666667,120,97,1.23711340206,24,0.757575757576,10,0.84,1.26424242424,1.09090909091,0,0,9,20,B Midland,24,Midland,SchneiderTee
72,25,AdcoxT,14,9,2,30,3,116,85,1.36470588235,41,0.390476190476,0.566666666667,113,84,1.34523809524,34,0.63829787234,7,0.957142857143,1.20496453901,1.02877406282,0,0,11,14,B Highland,5,Highland,HauensteinK
72,25,AddoF,7,10,8,22,5,115,86,1.33720930233,34,0.354166666667,0.573333333333,110,76,1.44736842105,48,0.538461538462,-14,0.9275,1.11179487179,0.892628205128,1,0,12,9,C Horizon,21,Horizon,GrayI
72,25,AdelmanM,11,12,2,24,5,97,76,1.27631578947,33,0.33,0.506666666667,92,77,1.19480519481,24,0.747368421053,9,0.836666666667,1.25403508772,1.07736842105,1,0,9,11,C Juniper,16,Juniper,FlevaresG
72,25,AdelsonJoshua,12,8,5,28,12,115,90,1.27777777778,29,0.295918367347,0.625,103,78,1.32051282051,29,0.662790697674,0,0.920918367347,1.28779069767,0.958709065021,2,1,8,7,D Central Div 1,9,Central,WhitlockS
72,25,AderholdE,8,12,5,21,-3,87,77,1.12987012987,23,0.223300970874,0.513333333333,90,70,1.28571428571,32,0.659574468085,-9,0.736634304207,1.17290780142,0.882875438959,1,0,3,17,D Horizon Div 2,17,Horizon,GrayI
72,25,AdharS,14,8,3,30,29,109,81,1.34567901235,36,0.371134020619,0.5625,80,61,1.31147540984,33,0.629213483146,3,0.933634020619,1.19171348315,1.00034750376,3,1,9,12,D Laguna Div 2,4,Laguna,EganP
72,25,AdiliJ,8,10,7,23,-8,40,36,1.11111111111,25,0.320512820513,0.24,48,41,1.17073170732,27,0.666666666667,-2,0.560512820513,0.906666666667,0.987179487179,0,0,1,12,E Sequoia Div 1,17,Sequoia,SorensonG
72,25,AdkinsJ,10,10,5,25,7,107,80,1.3375,37,0.37,0.533333333333,100,75,1.33333333333,42,0.614678899083,-5,0.903333333333,1.14801223242,0.984678899083,0,0,7,15,C Bayou Div 2,13,Bayou,Gillard-ByersN
72,25,AdkinsJK,8,13,4,20,-11,74,64,1.15625,31,0.292452830189,0.426666666667,85,72,1.18055555556,27,0.73,4,0.719119496855,1.15666666667,1.02245283019,1,0,6,13,C Bayou Div 2,17,Bayou,Gillard-ByersN
72,25,AdkinsT,9,12,4,19,-2,80,62,1.29032258065,31,0.352272727273,0.469696969697,82,57,1.43859649123,43,0.537634408602,-12,0.82196969697,1.0073313783,0.889907135875,0,3,8,10,D Atlantic Div 2,19,Atlantic,SuthersE
72,25,AdkisonD,8,13,4,20,-11,128,93,1.37634408602,34,0.373626373626,0.62,139,100,1.39,35,0.619565217391,-1,0.993626373626,1.23956521739,0.993191591018,0,0,12,16,C Badlands Div 1,17,Badlands,AndersonDR
72,25,AdlerP,6,15,4,12,-43,49,37,1.32432432432,29,0.408450704225,0.293650793651,92,56,1.64285714286,56,0.416666666667,-27,0.702101497876,0.710317460317,0.825117370892,1,4,3,12,E Corridor Div 2,23,Corridor,KohnB
72,25,AdlerR,10,14,1,21,-12,83,62,1.33870967742,37,0.393617021277,0.413333333333,95,75,1.26666666667,30,0.684210526316,7,0.80695035461,1.09754385965,1.07782754759,1,0,7,17,C Corridor Div 1,18,Corridor,KohnB
72,25,AdolphM,12,11,2,25,1,71,57,1.24561403509,37,0.359223300971,0.395833333333,70,54,1.2962962963,26,0.648648648649,11,0.755056634304,1.04448198198,1.00787194962,4,1,6,21,R Cascade,15,Cascade,NeroM
72,25,AdsitM,5,19,1,11,-45,59,51,1.1568627451,29,0.311827956989,0.34,104,75,1.38666666667,34,0.6,-5,0.651827956989,0.94,0.911827956989,1,0,4,14,R Metro Div 1,20,Metro,MarraccoM
72,25,AdusumilliV,8,9,8,24,2,169,123,1.37398373984,17,0.261538461538,0.82,167,121,1.38016528926,18,0.723076923077,-1,1.08153846154,1.54307692308,0.984615384615,0,0,13,7,A Laguna,14,Laguna,VeredJ
72,25,AffleckA,13,9,3,29,26,70,53,1.32075471698,36,0.395604395604,0.353333333333,44,45,0.977777777778,19,0.776470588235,17,0.748937728938,1.12980392157,1.17207498384,2,0,6,27,E Continental Div 2,7,Continental,MintzR
72,25,AffleckA29,19,3,3,41,49,153,109,1.40366972477,34,0.38202247191,0.726666666667,104,84,1.2380952381,31,0.707547169811,3,1.10868913858,1.43421383648,1.08956964172,0,0,15,10,C Continental Div 2,1,Continental,MintzR
72,25,AgarM,18,4,3,39,65,167,116,1.43965517241,31,0.407894736842,0.773333333333,102,66,1.54545454545,44,0.463414634146,-13,1.18122807018,1.23674796748,0.871309370988,2,0,13,8,R Fjord,3,Fjord,WilsonA
72,25,AgarSDW,12,6,7,31,14,75,60,1.25,33,0.34375,0.4,61,54,1.12962962963,28,0.708333333333,5,0.74375,1.10833333333,1.05208333333,1,0,6,19,E Laguna Div 2,4,Laguna,MorganEM
72,25,AgarwalR,9,14,2,18,-21,50,37,1.35135135135,32,0.426666666667,0.268115942029,71,49,1.44897959184,33,0.535211267606,-1,0.694782608696,0.803327209635,0.961877934272,2,2,5,11,R Pacific,21,Pacific,CordeiroN
72,25,AgesS,13,7,5,31,10,88,72,1.22222222222,29,0.295918367347,0.48,78,62,1.25806451613,31,0.663043478261,-2,0.775918367347,1.14304347826,0.958961845608,0,0,6,16,D Magnolia Div 1,6,Magnolia,WilesB
72,25,AginM,12,11,2,26,0,63,58,1.08620689655,25,0.255102040816,0.386666666667,63,59,1.06779661017,20,0.78021978022,5,0.641768707483,1.16688644689,1.03532182104,0,0,1,20,E Prairie Div 1,13,Prairie,GordonT
72,25,AglerB,10,13,2,20,-5,63,50,1.26,28,0.35,0.36231884058,68,60,1.13333333333,29,0.71568627451,-1,0.71231884058,1.07800511509,1.06568627451,0,2,4,17,E Plaza,18,Plaza,KrizelJ
72,25,AgrimontiM,8,14,3,18,-21,69,55,1.25454545455,31,0.348314606742,0.381944444444,90,74,1.21621621622,28,0.714285714286,3,0.730259051186,1.09623015873,1.06260032103,0,1,5,13,D Glacier,29,Glacier,OttenbergE
72,25,AguadoA,7,16,2,16,-41,36,28,1.28571428571,26,0.40625,0.186666666667,77,57,1.35087719298,32,0.604938271605,-6,0.592916666667,0.791604938272,1.0111882716,1,0,1,16,E Metro Div 1,21,Metro,HightowerT
72,25,AhlstromJ,6,18,1,4,-59,48,41,1.17073170732,17,0.27868852459,0.427083333333,107,77,1.38961038961,40,0.587628865979,-23,0.705771857923,1.01471219931,0.86631739057,0,9,5,14,D Sierra Div 2,24,Sierra,HartmanM
72,25,AhmedM,3,18,4,-1,-58,37,33,1.12121212121,16,0.280701754386,0.392857142857,95,65,1.46153846154,47,0.525252525253,-31,0.673558897243,0.91810966811,0.805954279638,0,11,1,8,D Metro Div 1,26,Metro,MarraccoM
72,25,AhmedMZ,15,6,4,34,34,129,97,1.32989690722,31,0.326315789474,0.646666666667,95,86,1.10465116279,16,0.84,15,0.97298245614,1.48666666667,1.16631578947,1,0,10,10,C Fjord,3,Fjord,ShoafC
72,25,AhmedZ,10,9,6,24,6,84,62,1.35483870968,40,0.408163265306,0.449275362319,78,61,1.27868852459,31,0.651685393258,9,0.857438627625,1.10096075558,1.05984865856,1,2,8,13,R Bayou Div 1,10,Bayou,LuK
72,25,AinslieM,10,9,6,26,-2,94,75,1.25333333333,27,0.296703296703,0.5,96,77,1.24675324675,34,0.682242990654,-7,0.796703296703,1.18224299065,0.978946287358,0,0,8,21,C Glacier,13,Glacier,AbdalianA
72,25,AinslieR,16,5,4,36,19,84,61,1.37704918033,36,0.413793103448,0.406666666667,65,49,1.32653061224,33,0.602409638554,3,0.820459770115,1.00907630522,1.016202742,2,0,6,25,E Glacier,6,Glacier,AbdalianA
72,25,AiriN,14,5,6,34,25,97,77,1.25974025974,36,0.330275229358,0.513333333333,72,57,1.26315789474,39,0.628571428571,-3,0.843608562691,1.1419047619,0.958846657929,0,0,9,14,E Magnolia Div 1,3,Magnolia,WilliamsK
72,25,AkawieE,13,9,3,29,16,151,109,1.38532110092,30,0.352941176471,0.726666666667,135,101,1.33663366337,24,0.703703703704,6,1.07960784314,1.43037037037,1.05664488017,1,0,16,17,B Alpine,3,Alpine,O'Mahoney-SchwartzD
72,25,AlailimaT,17,5,3,37,60,117,84,1.39285714286,40,0.408163265306,0.56,57,42,1.35714285714,30,0.583333333333,10,0.968163265306,1.14333333333,0.991496598639,3,0,11,12,E Central Div 1,4,Central,CorriereC
72,25,AlaverdyanM,17,7,1,34,35,93,67,1.38805970149,44,0.427184466019,0.465277777778,58,49,1.18367346939,30,0.67032967033,14,0.892462243797,1.13560744811,1.09751413635,0,1,9,20,E Seaboard Div 2,2,Seaboard,BakerH
72,25,AlayonJ,15,5,5,35,37,117,88,1.32954545455,33,0.34375,0.586666666667,80,63,1.26984126984,36,0.643564356436,-3,0.930416666667,1.2302310231,0.987314356436,0,0,10,11,D Memorial Div 1,1,Memorial,AlayonJ
72,25,AlberM,13,9,3,29,18,127,95,1.33684210526,34,0.343434343434,0.633333333333,109,82,1.32926829268,32,0.652173913043,2,0.976767676768,1.28550724638,0.995608256478,0,0,9,10,C Continental Div 2,6,Continental,SchwartzT
72,25,AlbertB,9,12,4,22,-5,103,82,1.25609756098,32,0.307692307692,0.546666666667,108,87,1.24137931034,26,0.731958762887,6,0.854358974359,1.27862542955,1.03965107058,0,0,11,11,B Sierra,20,Sierra,PhelanME
72,25,AlbertL,12,12,1,25,1,73,58,1.25862068966,30,0.340909090909,0.386666666667,72,59,1.22033898305,34,0.663366336634,-4,0.727575757576,1.0500330033,1.00427542754,0,0,8,23,D Sierra Div 1,10,Sierra,PhelanME
72,25,AlbertM,13,8,4,30,10,93,73,1.27397260274,34,0.336633663366,0.486666666667,83,66,1.25757575758,33,0.663265306122,1,0.823300330033,1.14993197279,0.999898969489,1,0,6,21,D Frontier Div 1,5,Frontier,AlexisC
72,25,AlbertMichael,15,6,4,34,28,130,98,1.32653061224,28,0.311111111111,0.653333333333,102,84,1.21428571429,25,0.744897959184,3,0.964444444444,1.39823129252,1.05600907029,1,0,10,11,C Cascade,5,Cascade,FelberA
72,25,AlbertsonJ,9,14,2,20,-10,63,49,1.28571428571,34,0.38202247191,0.326666666667,73,55,1.32727272727,32,0.614457831325,2,0.708689138577,0.941124497992,0.996480303235,3,0,4,18,E Atlantic Div 2,19,Atlantic,MicallefR
72,25,AlbertsonJC,10,13,2,22,-6,87,71,1.22535211268,26,0.285714285714,0.473333333333,93,70,1.32857142857,37,0.622448979592,-11,0.759047619048,1.09578231293,0.908163265306,0,0,7,20,C Atlantic Div 1,14,Atlantic,MicallefR
72,25,AlbertsonJM,12,10,3,27,11,92,63,1.46031746032,43,0.472527472527,0.42,81,64,1.265625,29,0.670454545455,14,0.892527472527,1.09045454545,1.14298201798,2,0,9,19,D Atlantic Div 2,10,Atlantic,MicallefR
72,25,AlbrechtD,8,11,6,22,-3,63,56,1.125,28,0.285714285714,0.373333333333,66,55,1.2,27,0.689655172414,1,0.659047619048,1.06298850575,0.975369458128,1,0,5,7,E Continental Div 1,18,Continental,PenroseB
72,25,AlbrechtM,10,11,4,24,-12,98,82,1.19512195122,29,0.268518518519,0.546666666667,110,89,1.23595505618,27,0.732673267327,2,0.815185185185,1.27933993399,1.00119178585,0,0,5,15,C Piedmont,18,Piedmont,RafalA
72,25,AlbrightM,17,4,4,38,44,78,62,1.25806451613,33,0.34375,0.413333333333,34,35,0.971428571429,17,0.760563380282,16,0.757083333333,1.17389671362,1.10431338028,2,0,4,17,E Highland Div 1,1,Highland,MaebiusA
72,25,AlcornS,12,9,4,28,26,103,78,1.32051282051,40,0.37037037037,0.52,77,62,1.24193548387,31,0.670212765957,9,0.89037037037,1.19021276596,1.04058313633,2,0,8,20,D Sierra Div 2,8,Sierra,HartmanM
72,25,AldrichD,7,14,4,17,-33,62,51,1.21568627451,31,0.340659340659,0.354166666667,95,70,1.35714285714,32,0.619047619048,-1,0.694826007326,0.973214285714,0.959706959707,1,1,7,19,R Midland Div 2,17,Midland,WeberE
72,25,AlessiC,12,11,2,26,-9,61,55,1.10909090909,29,0.287128712871,0.366666666667,70,56,1.25,26,0.675,3,0.653795379538,1.04166666667,0.962128712871,2,0,3,18,R Badlands Div 1,11,Badlands,TerpstraR
72,25,AlexanderC,11,8,6,25,18,98,79,1.24050632911,25,0.274725274725,0.598484848485,80,57,1.40350877193,41,0.559139784946,-16,0.87321012321,1.15762463343,0.833865059672,0,3,7,6,D Pacific Div 1,10,Pacific,BarnesMRaff
72,25,AlexanderH,10,12,3,22,-1,83,58,1.43103448276,40,0.454545454545,0.402777777778,84,61,1.37704918033,31,0.597402597403,9,0.857323232323,1.00018037518,1.05194805195,2,1,8,16,R Horizon,13,Horizon,CordeiroN
72,25,AlexanderJ,9,12,4,21,-8,91,67,1.35820895522,39,0.40206185567,0.465277777778,99,71,1.39436619718,40,0.578947368421,-1,0.867339633448,1.0442251462,0.981009224091,0,1,8,14,C Corridor Div 2,15,Corridor,JohnsonW
72,25,AlexanderJaws,12,8,5,27,5,111,90,1.23333333333,22,0.239130434783,0.652173913043,106,81,1.30864197531,37,0.647619047619,-15,0.891304347826,1.29979296066,0.886749482402,0,2,7,4,C Atlantic Div 2,7,Atlantic,KriegerB
72,25,AlexanderM,12,7,6,30,17,122,93,1.31182795699,33,0.326732673267,0.62,105,87,1.20689655172,25,0.752475247525,8,0.946732673267,1.37247524752,1.07920792079,0,0,10,8,B Sierra,3,Sierra,RussB
72,25,AlfordP,11,12,2,24,-16,71,60,1.18333333333,29,0.302083333333,0.4,87,62,1.40322580645,36,0.571428571429,-7,0.702083333333,0.971428571429,0.873511904762,2,0,3,23,R Central Div 2,12,Central,RiesA
72,25,AliF,16,6,3,35,33,177,125,1.416,21,0.333333333333,0.833333333333,144,103,1.39805825243,30,0.62962962963,-9,1.16666666667,1.46296296296,0.962962962963,1,0,20,4,A Memorial,4,Memorial,AliF
72,25,AllainB,6,17,2,12,-24,36,36,1,18,0.25,0.260869565217,60,53,1.1320754717,30,0.69696969697,-12,0.510869565217,0.957839262187,0.94696969697,0,2,2,20,E Sequoia Div 1,25,Sequoia,SorensonG
72,25,AllardM,10,10,5,25,2,60,53,1.1320754717,31,0.306930693069,0.353333333333,58,51,1.13725490196,28,0.698924731183,3,0.660264026403,1.05225806452,1.00585542425,1,0,3,17,E Prairie Div 1,14,Prairie,ChupackS
72,25,AllenC,14,9,2,30,14,103,82,1.25609756098,31,0.303921568627,0.546666666667,89,66,1.34848484848,33,0.616279069767,-2,0.850588235294,1.16294573643,0.920200638395,1,0,6,10,R Plaza,13,Plaza,CottB
72,25,AllenD7,12,8,5,28,-2,95,77,1.23376623377,27,0.284210526316,0.534722222222,97,75,1.29333333333,34,0.656565656566,-7,0.818932748538,1.19128787879,0.940776182881,1,1,7,16,C Metro,10,Metro,ZawistowskiS
72,25,AllenDB,8,10,7,22,8,156,110,1.41818181818,28,0.378378378378,0.763888888889,148,106,1.39622641509,21,0.671875,7,1.14226726727,1.43576388889,1.05025337838,2,1,13,5,A Cascade,15,Cascade,MillerAB
72,25,AllenG,6,14,5,16,-24,37,33,1.12121212121,25,0.333333333333,0.229166666667,61,52,1.17307692308,25,0.702380952381,0,0.5625,0.931547619048,1.03571428571,1,1,2,14,E Atlantic Div 2,24,Atlantic,MicallefR
72,25,AllenL2,10,8,7,26,8,58,45,1.28888888889,31,0.382716049383,0.3125,50,38,1.31578947368,29,0.597222222222,2,0.695216049383,0.909722222222,0.979938271605,0,1,6,15,E Morningstar Div 2,11,Morningstar,SecrestS
72,25,AllenLR,10,9,6,26,6,76,65,1.16923076923,31,0.295238095238,0.433333333333,70,58,1.20689655172,31,0.677083333333,0,0.728571428571,1.11041666667,0.972321428571,1,0,3,17,D Plaza Div 2,10,Plaza,BreedingJ
72,25,AllenT,8,15,2,18,-25,87,77,1.12987012987,26,0.238532110092,0.513333333333,112,87,1.28735632184,30,0.690721649485,-4,0.751865443425,1.20405498282,0.929253759576,0,0,6,18,C Laguna Div 1,21,Laguna,EganP
72,25,AllinghamL,13,9,3,27,32,145,107,1.35514018692,21,0.287671232877,0.775362318841,113,83,1.36144578313,32,0.632183908046,-11,1.06303355172,1.40754622689,0.919855140923,0,2,12,4,C Maritime,11,Maritime,BruceM
72,25,AllisonKR,10,10,5,25,-9,60,41,1.46341463415,40,0.481927710843,0.273333333333,69,52,1.32692307692,38,0.595744680851,2,0.755261044177,0.869078014184,1.07767239169,2,0,7,16,E Sierra Div 2,10,Sierra,TeneryD
72,25,Almasa,4,17,4,11,-44,85,67,1.26865671642,35,0.346534653465,0.465277777778,129,90,1.43333333333,36,0.571428571429,-1,0.811812431243,1.03670634921,0.917963224894,0,1,7,21,C Bayou Div 2,24,Bayou,MillerA
72,25,AlmeidaA,5,19,1,9,-50,40,35,1.14285714286,21,0.313432835821,0.253623188406,90,65,1.38461538462,36,0.586206896552,-15,0.567056024227,0.839830084958,0.899639732373,1,2,5,11,R Coastal,22,Coastal,PahkJ
72,25,AlmoiteA,15,6,4,34,29,130,101,1.28712871287,26,0.273684210526,0.673333333333,101,84,1.20238095238,22,0.765957446809,4,0.94701754386,1.43929078014,1.03964165733,1,0,10,2,B Plaza,2,Plaza,TalesnikR
72,25,AlmoiteB,15,8,2,32,25,133,98,1.35714285714,36,0.36,0.653333333333,108,82,1.31707317073,25,0.6875,11,1.01333333333,1.34083333333,1.0475,3,0,11,9,B Plaza,5,Plaza,TalesnikR
72,25,AlpayS,9,12,4,19,0,63,43,1.46511627907,36,0.48,0.325757575758,63,54,1.16666666667,27,0.7,9,0.805757575758,1.02575757576,1.18,0,3,9,20,E Central Div 1,20,Central,RuizM
72,25,AltemeierM,5,14,6,14,-38,47,42,1.11904761905,25,0.30487804878,0.304347826087,85,66,1.28787878788,30,0.659090909091,-5,0.609225874867,0.963438735178,0.963968957871,0,2,5,17,D Cascade Div 1,26,Cascade,LevyB
72,25,AltigR,3,17,5,5,-59,27,21,1.28571428571,22,0.415094339623,0.184210526316,86,62,1.38709677419,35,0.583333333333,-13,0.599304865938,0.767543859649,0.998427672956,1,6,4,8,R Frontier,31,Frontier,CowanD
72,25,AltmanK,8,14,3,18,-10,49,44,1.11363636364,25,0.297619047619,0.305555555556,59,50,1.18,26,0.690476190476,-1,0.603174603175,0.996031746032,0.988095238095,0,1,3,13,R Highland Div 1,17,Highland,RonickherM
72,25,AltmanMA,13,10,2,28,3,120,91,1.31868131868,33,0.333333333333,0.606666666667,117,86,1.36046511628,38,0.62,-5,0.94,1.22666666667,0.953333333333,0,0,11,14,B Highland,11,Highland,RonickherM
72,25,AltrudaC73,4,15,6,13,-32,42,36,1.16666666667,24,0.333333333333,0.25,74,54,1.37037037037,41,0.572916666667,-17,0.583333333333,0.822916666667,0.90625,0,1,4,20,E Seaboard Div 2,29,Seaboard,FaunceRob
72,25,AlvarezR,10,10,5,22,2,67,51,1.3137254902,30,0.379746835443,0.386363636364,65,49,1.32653061224,27,0.619718309859,3,0.766110471807,1.00608194622,0.999465145302,1,3,4,10,E Maritime Div 1,16,Maritime,KenneyJ
72,25,Alvarez-StrangHilda,20,4,1,41,53,139,103,1.34951456311,31,0.333333333333,0.686666666667,86,69,1.24637681159,34,0.669902912621,-3,1.02,1.35656957929,1.00323624595,0,0,14,8,D Arcadia Div 1,1,Arcadia,NicholsL
72,25,AmadorE,5,17,3,13,-42,45,38,1.18421052632,26,0.342105263158,0.253333333333,87,70,1.24285714286,29,0.691489361702,-3,0.595438596491,0.944822695035,1.03359462486,0,0,5,20,R Plaza,29,Plaza,ChaneskiJ
72,25,AmbroseR,13,10,2,28,3,82,63,1.30158730159,35,0.368421052632,0.42,79,64,1.234375,33,0.67,2,0.788421052632,1.09,1.03842105263,0,0,6,15,D Archipelago Div 2,7,Archipelago,TipperB
72,25,AmerikaB,10,13,2,22,-18,97,77,1.25974025974,32,0.316831683168,0.513333333333,115,84,1.36904761905,42,0.603773584906,-10,0.830165016502,1.11710691824,0.920605268074,0,0,8,18,C Midland Div 2,15,Midland,ChinG
72,25,AmesE,9,15,1,18,-31,89,71,1.25352112676,31,0.319587628866,0.493055555556,120,94,1.27659574468,29,0.71,2,0.812643184422,1.20305555556,1.02958762887,0,1,6,14,C Juniper,22,Juniper,ThrockmortonN
72,25,AmesR,10,10,5,25,4,99,74,1.33783783784,42,0.388888888889,0.493333333333,95,68,1.39705882353,38,0.577777777778,4,0.882222222222,1.07111111111,0.966666666667,0,0,8,8,D Horizon Div 2,12,Horizon,GrayI
72,25,AmmermanA,9,13,3,21,-11,140,102,1.37254901961,34,0.36170212766,0.68,151,113,1.33628318584,19,0.746666666667,15,1.04170212766,1.42666666667,1.10836879433,0,0,13,13,A Sugarloaf,20,Sugarloaf,AmmermanA
72,25,AmmermanN,11,12,2,24,3,106,84,1.2619047619,34,0.314814814815,0.56,103,83,1.24096385542,29,0.712871287129,5,0.874814814815,1.27287128713,1.02768610194,0,0,7,15,C Coastal,20,Coastal,RipsteinE
72,25,AmponsahAlex,12,10,3,26,18,128,99,1.29292929293,24,0.269662921348,0.6875,110,85,1.29411764706,31,0.680412371134,-7,0.957162921348,1.36791237113,0.950075292482,0,1,9,13,C Pacific Div 1,9,Pacific,BasinK
72,25,AmsterD,10,11,4,24,-10,41,30,1.36666666667,29,0.439393939394,0.2,51,43,1.18604651163,29,0.658823529412,0,0.639393939394,0.858823529412,1.09821746881,2,0,3,23,E Sequoia Div 1,14,Sequoia,MitchellM
72,25,AmuzieCC,9,14,2,19,-33,58,55,1.05454545455,23,0.242105263158,0.381944444444,91,66,1.37878787879,43,0.578431372549,-20,0.624049707602,0.960375816993,0.820536635707,0,1,4,16,D Skyline Div 2,20,Skyline,AmuzieCC
